m100248,8422,2176,531,1533,1055
m100249,22190,15656,108361,38619,35792
m100250,18986,5088,6970,5912,3233
m100251,846,564,946,592,774
m100252,39473,14251,15795,2117,17732
m100253,18135,51327,5259,9044,5869
m100254,36733,86573,19240,7266,9012
m100255,997,483,515,2571,725
m100256,1443001,1443001,1443001,1443001,1443001
m100257,81050,52036,49123,79618,160085
m100258,7720,39769,13407,5716,6377
m100259,2329,2020,1949,455,1468
m100260,1443001,1443001,1443001,1443001,1443001
m100261,1947,1859,1299,3340,1298
m100262,965,2637,769,2525,363
m100263,695,5091,929,1372,403
m100264,7979,6188,7098,4116,1880
m100265,4210,1676,1842,4437,996
m100266,8170,6361,9400,3149,18294
m100267,1918,1123,1568,2724,817
m100268,119178,203859,109647,46194,55614
m100269,2290,1181,3111,789,1574
m100270,1443001,1443001,1443001,1443001,1443001
m100271,38316,18970,18572,3564,16050
m100272,8952,2779,2776,3477,16121
m100273,1443001,1443001,1443001,1443001,1443001
m100274,1417,1233,769,522,301
m100275,5294,9952,7507,1710,7602
m100276,25111,19088,26384,3248,23639
m100277,543,3265,2877,3499,2232
m100278,793,1772,306,1295,343
m100279,475,932,505,839,467
m100280,3528,1928,2043,3421,9692
m100281,39165,18436,28011,40838,5594
m100282,1443001,1443001,1443001,1443001,1443001
m100283,11914,7526,8151,8059,19101
m100284,1355,439,663,971,458
m100285,3509,2289,2709,3360,2193
m100286,48718,4932,17613,7516,10165
m100287,51591,67555,23366,105911,32455
m100288,2502,8944,1981,2926,3769
m100289,22760,44252,117558,27175,46227
m100290,14570,6781,3701,6593,3854
m100291,6000,1906,4494,3329,2201
m100292,9965,14676,1221,4379,6125
m100293,19172,10671,5213,992,10799
m100294,3147,941,1681,6530,3436
m100295,79368,8690,17438,39209,29542
m100296,54012,82521,27935,115895,103691
m100297,338,3550,705,810,381
m100298,70944,47589,33697,19877,21755
m100299,4751,2446,798,1421,929
m100300,599,11630,818,2272,580
m100301,9774,7515,6680,4049,8623
m100302,18124,36220,22593,16836,7367
m100303,21713,32303,8538,21176,45866
m100304,13896,14057,10628,10477,31357
m100305,14832,12121,5211,9385,1956
m100306,801,2165,760,1181,892
m100307,127275,195978,72723,92586,167924
m100308,13384,3133,1148,1452,1052
m100309,44490,11282,128459,51352,44616
m100310,1484,4114,5824,1050,582
m100311,17242,12294,17345,32234,27484
m100312,47917,30763,27080,47426,23146
m100313,2206,2615,407,1169,924
m100314,50831,13891,19368,68576,16793
m100315,17407,72726,10071,6344,25626
m100316,66417,54777,48469,16983,25552
m100317,57815,20008,20963,7072,8502
m100318,999,2659,757,6112,3903
m100319,2769,2685,2591,941,1114
m100320,15701,15585,29855,5641,20246
m100321,11075,585,1684,10069,3198
m100322,3765,2546,2709,3466,7388
m100323,755,13969,13037,9729,2562
m100324,557,2886,806,1727,1032
m100325,16699,62949,29341,13133,17154
m100326,338,439,338,955,493
m100327,60992,15744,131546,103764,33742
m100328,7095,28875,3366,6316,51754
m100329,4850,2653,1093,1120,640
m100330,1147,1998,338,480,608
m100331,14911,10284,5248,10089,9517
m100332,3723,1845,4912,2112,2061
m100333,24669,11066,7921,3049,2699
m100334,483,4334,1170,477,6006
m100335,1348,2758,2440,2948,910
m100336,5840,3522,641,1984,2850
m100337,18886,3526,14228,5973,28123
m100338,30094,27364,1843,3539,6365
m100339,3853,3243,896,972,1302
m100340,446,771,601,917,747
m100341,33172,93296,79701,16075,137902
m100342,21011,61626,45517,23935,121787
m100343,37513,35882,8625,19115,18871
m100344,69008,12439,19296,27162,11973
m100345,6610,12175,27093,16942,37982
m100346,1245,1659,1742,2070,6884
m100347,2072,12830,2195,6380,5763
m100348,4781,10881,4117,2344,83863
m100349,4403,1166,570,1168,905
m100350,61710,7306,44060,12591,7107
m100351,2775,26129,6623,6849,5650
m100352,997,750,466,318,301
m100353,4891,2920,4809,3911,2393
m100354,2909,1376,383,1498,852
m100355,2072,6061,795,522,872
m100356,48191,38040,47649,36054,37311
m100357,13249,4740,3352,2409,9198
m100358,54194,83399,11223,49593,10945
m100359,11736,10146,4780,12874,14417
m100360,183403,57448,198609,148653,161815
m100361,12952,15578,8393,9502,34125
m100362,4475,1054,929,1513,364
m100363,2240,4532,1439,2378,5732
m100364,338,590,393,784,795
m100365,25177,8336,5572,18139,22819
m100366,14480,7457,5014,2991,2058
m100367,14348,5443,3543,6834,2268
m100368,557,2241,1143,1037,1854
m100369,5592,1229,636,842,1313
m100370,2954,3048,21842,3499,4692
m100371,13655,22029,10665,16700,20505
m100372,4152,11955,5816,3485,2430
m100373,13792,3497,26217,10446,40817
m100374,8386,12946,790,926,1364
m100375,16610,4038,10454,3596,31099
m100376,16633,1483,6304,1834,1173
m100377,8386,2337,891,1272,1226
m100378,6422,2499,567,1513,487
m100379,2836,777,5660,2169,2877
m100380,7095,28875,3366,6316,51754
m100381,22695,18413,2370,2314,7361
m100382,2025,751,942,881,1449
m100383,19856,4479,21679,3292,13448
m100384,1443001,1443001,1443001,1443001,1443001
m100385,4206,7394,1478,3508,5133
m100386,14671,13112,87874,23496,34122
m100387,2826,1137,383,1094,817
m100388,17500,103562,27374,88030,30693
m100389,1996,3006,850,1628,1686
m100390,2838,2216,801,1134,743
m100391,58369,14635,24191,58632,20186
m100392,1481,3972,1411,4025,4006
m100393,6226,7643,45692,10866,7802
m100394,23117,20583,14294,18267,3633
m100395,7980,2337,6450,8692,8036
m100396,102428,126516,193819,167534,100417
m100397,3267,6693,3577,2608,839
m100398,1954,595,798,683,467
m100399,6655,8724,4905,14124,15827
m100400,182909,67218,126347,91653,140530
m100401,2383,9311,841,4676,8866
m100402,18680,15834,10360,17680,3294
m100403,2777,1025,606,1217,883
m100404,1572,3163,1019,2164,1414
m100405,141119,102478,92639,119168,144933
m100406,9131,2567,1926,2847,8191
m100407,141119,102478,92639,119168,144933
m100408,1044,877,675,2342,2529
m100409,9398,4036,5110,4905,1636
m100410,6311,3689,6456,11891,9600
m100411,4498,2593,4408,5347,4313
m100412,931,2429,540,680,313
m100413,32697,63051,58004,45239,25135
m100414,3102,3250,2692,6897,1772
m100415,27238,25607,15024,14505,25040
m100416,5970,343,3196,9829,2060
m100417,8063,6670,1678,1614,1293
m100418,338,632,601,1009,380
m100419,22903,20800,24279,8956,11789
m100420,10121,2824,4008,1600,2772
m100421,86667,36686,27735,97225,62338
m100422,1997,9845,13398,9639,40924
m100423,37237,33372,10439,9366,18329
m100424,3165,2163,2764,2260,2237
m100425,8479,14263,60843,18019,8652
m100426,37414,20826,15056,4841,34596
m100427,13604,2895,2606,1709,2005
m100428,1895,1997,1093,1721,570
m100429,41144,3356,10636,5840,3442
m100430,2149,8990,2370,1265,3645
m100431,1660,819,1009,990,840
m100432,13326,11568,17921,1710,4509
m100433,1215,1593,1372,1588,931
m100434,562,1586,3576,5581,8736
m100435,1671,6309,13916,4520,7046
m100436,8885,33371,1606,21943,10926
m100437,38957,19021,33779,3208,4069
m100438,2337,13938,17878,10635,3889
m100439,3836,2238,2922,11574,20243
m100440,3738,5043,4800,2324,1061
m100441,17407,61427,15687,6122,24890
m100442,6056,2818,8177,2852,2791
m100443,478,626,764,4040,973
m100444,2364,5994,1120,779,930
m100445,14781,11313,14039,5462,5083
m100446,4459,2046,848,1929,522
m100447,2613,1503,1323,3823,2498
m100448,1443001,1443001,1443001,1443001,1443001
m100449,5008,843,6433,12536,29195
m100450,2488,2749,781,1704,1037
m100451,5126,4276,2958,3630,9337
m100452,7836,30524,6360,28007,4849
m100453,20987,5754,13079,12922,21564
m100454,7665,21553,1846,1491,9589
m100455,2560,4208,1083,835,1261
m100456,483,1031,3895,3600,873
m100457,359,771,854,1839,2352
m100458,1298,1248,2884,1616,1638
m100459,4475,1054,1019,1513,978
m100460,79284,27863,31744,17351,3096
m100461,7062,2197,5609,3843,1591
m100462,3177,4007,535,2417,710
m100463,2805,5050,5741,5545,7702
m100464,9821,4145,6400,8035,6610
m100465,4359,6957,2915,3328,4093
m100466,2042,685,564,521,2497
m100467,7665,20838,2010,1863,8837
m100468,1744,3360,15001,1298,5117
m100469,34029,3842,4842,9013,29782
m100470,4842,10835,18365,16017,20572
m100471,19000,24570,4508,43811,10809
m100472,6258,6936,26685,27471,6619
m100473,15826,14523,31727,21166,20543
m100474,997,735,466,677,463
m100475,6358,2300,1266,1231,2148
m100476,7095,14653,1428,6316,10949
m100477,4973,11385,16989,765,1618
m100478,13811,26762,26085,38098,28696
m100479,7419,28908,1480,13564,11815
m100480,4736,45019,13420,66402,14957
m100481,6004,2017,503,997,688
m100482,2807,8413,5539,6372,1423
m100483,21488,6616,35979,30528,37519
m100484,19683,16864,26176,4722,20091
m100485,26500,37291,15410,7285,13455
m100486,3536,4529,3130,5045,5362
m100487,3471,6437,1859,2885,5752
m100488,30072,4615,7955,8434,9775
m100489,17897,4204,8695,3591,1364
m100490,24318,15692,7245,5192,11339
m100491,3926,2118,1510,3717,3063
m100492,36237,9490,8658,2543,4381
m100493,17407,78882,20547,7973,32585
m100494,10103,7643,6025,3852,2975
m100495,2582,570,1470,573,380
m100496,7539,3089,3096,677,1824
m100497,4544,6528,7503,7497,14710
m100498,1443001,1443001,1443001,1443001,1443001
m100499,3772,912,969,929,897
m100500,13319,2904,6385,2528,3039
m100501,2633,1989,806,1134,710
m100502,1763,2537,407,955,381
m100503,11695,8085,9805,12442,35533
m100504,16247,4573,14586,5418,30842
m100505,32752,13320,109036,28746,100231
m100506,19062,2509,3693,3244,1425
m100507,51616,19015,28331,42002,113312
m100508,3141,12661,4981,34037,13880
m100509,3370,7893,1678,2834,1091
m100510,20792,8629,2019,1094,5824
m100511,7115,2244,9340,17552,3184
m100512,2219,754,466,709,805
m100513,8302,14788,18502,16651,8044
m100514,2057,1889,2808,2507,4272
m100515,446,4256,563,835,530
m100516,3135,5288,1234,1079,1163
m100517,1371,1537,444,842,1114
m100518,58015,5221,24065,8500,31571
m100519,14639,8329,16809,1958,15330
m100520,19163,15604,7393,37433,24969
m100521,1272,4158,555,1974,21031
m100522,557,754,728,1035,963
m100523,675,980,757,605,896
m100524,866,27729,50799,22514,88015
m100525,27080,10395,11420,8531,972
m100526,5783,17769,5700,5563,19057
m100527,27232,57184,26843,51558,98389
m100528,3562,4389,3321,2570,3820
m100529,4268,5637,3674,11071,10171
m100530,793,1537,572,1423,685
m100531,47589,5401,11245,4297,4936
m100532,537,2392,1607,1951,1417
m100533,14037,10217,12868,4092,6183
m100534,34231,61810,31828,33208,15291
m100535,999,2427,668,480,742
m100536,27008,33176,9322,6072,111010
m100537,821,402,859,1045,823
m100538,2270,7928,5877,5758,2780
m100539,7095,21851,8450,2305,18027
m100540,705,6098,5440,3455,4200
m100541,6772,3602,1804,2268,1048
m100542,7014,3357,6970,1127,1967
m100543,29600,11323,4573,32021,3488
m100544,3092,8871,1591,1020,3096
m100545,16446,3971,2263,2258,5665
m100546,25067,50621,9885,4636,3875
m100547,11732,4733,9895,8250,14341
m100548,1258,1061,1724,978,6723
m100549,236763,132311,102986,86822,142215
m100550,4833,8348,1941,2632,2030
m100551,62231,18779,13136,8281,10701
m100552,73084,78577,84130,46975,47816
m100553,863,523,567,842,1751
m100554,2176,5815,2591,577,668
m100555,86479,64096,21958,26233,67222
m100556,2045,2483,609,971,1279
m100557,4571,28409,14272,27068,16844
m100558,3869,8973,5924,6484,3633
m100559,1727,2261,567,614,1280
m100560,4696,7538,4331,11240,2458
m100561,1443001,1443001,1443001,1443001,1443001
m100562,919,1133,953,1405,2745
m100563,5579,1396,2563,1611,2398
m100564,22683,55833,2660,35201,17303
m100565,3376,1496,686,1921,900
m100566,1105,479,579,509,820
m100567,1559,9472,9443,5360,8907
m100568,1491,8049,2011,2940,4576
m100569,1719,1778,828,1298,1475
m100570,1523,637,982,757,660
m100571,9179,7721,3267,13667,2240
m100572,90689,135390,90850,69556,176616
m100573,59261,31296,21683,28980,23839
m100574,11397,6882,22873,11861,2673
m100575,18651,6287,8633,11502,9894
m100576,19424,13426,3647,8757,2380
m100577,17979,9785,7296,5178,6817
m100578,40520,42805,7470,22199,23325
m100579,68521,22309,16372,9543,10004
m100580,6245,1845,5862,3979,6808
m100581,11551,10962,4014,13846,15289
m100582,16938,14305,4727,33336,36687
m100583,28959,12664,15169,9459,30891
m100584,22361,10537,5492,14069,21826
m100585,1955,1170,1017,3261,2068
m100586,18838,14072,9281,4645,6828
m100587,10591,14263,7422,16444,36233
m100588,1717,1131,922,870,478
m100589,61527,92011,90850,53019,83033
m100590,34826,26781,9504,4907,3811
m100591,924,2301,824,1691,1187
m100592,9064,14879,5440,4624,29238
m100593,7665,23010,2277,7691,30147
m100594,31440,15670,68395,71354,124698
m100595,2405,13770,5344,3662,2570
m100596,1167,2233,7370,6582,5476
m100597,12424,15774,25214,17158,20427
m100598,640,26946,48453,14258,34084
m100599,10709,27799,16372,34302,12273
m100600,10734,10170,10665,16266,13215
m100601,3132,3765,1182,570,1805
m100602,301,343,2091,860,1115
m100603,42670,114876,51647,15782,53318
m100604,15627,27254,3352,5200,9346
m100605,5175,6706,3783,3737,4559
m100606,12602,25667,8247,5517,11402
m100607,1215,590,1859,648,1186
m100608,34195,13495,34016,9257,21871
m100609,9831,6248,5319,13708,14841
m100610,1800,767,3242,1113,900
m100611,846,2663,847,2252,1036
m100612,15615,833,7059,13534,1940
m100613,3309,2205,3346,2856,1813
m100614,1959,5538,9281,4040,3356
m100615,109188,32180,16876,8422,18163
m100616,4687,9405,4472,4551,23449
m100617,10907,2684,1432,4467,1242
m100618,2417,2363,475,1928,864
m100619,1443001,1443001,1443001,1443001,1443001
m100620,3787,9024,2946,2344,20880
m100621,16284,7476,2211,4185,1467
m100622,15256,4464,11053,17995,5359
m100623,3987,2663,1816,1073,1487
m100624,3884,7975,1221,8703,7190
m100625,6327,9591,1355,1345,1397
m100626,2583,588,2469,1667,828
m100627,2493,6350,4612,625,5208
m100628,15701,19059,21450,8586,17469
m100629,18843,9340,8720,1756,4453
m100630,13841,22368,4228,17852,2153
m100631,3790,2949,2719,872,795
m100632,9952,6052,28961,15830,7184
m100633,13510,2869,1337,954,2712
m100634,3152,1348,338,1853,985
m100635,3808,8069,4065,4289,1069
m100636,1495,915,338,343,446
m100637,17789,5298,27035,6041,32016
m100638,3003,2792,4989,4005,2029
m100639,21357,11282,15954,14395,23835
m100640,2970,2923,831,972,962
m100641,1215,7643,12882,5984,10071
m100642,41478,2644,10606,6051,9457
m100643,6718,2030,11306,3126,9510
m100644,3289,2504,1443,2595,5528
m100645,13026,23233,21465,17931,23195
m100646,3747,3740,977,1261,698
m100647,14097,16802,24600,23078,16755
m100648,18200,16320,7554,22443,3850
m100649,1443001,1443001,1443001,1443001,1443001
m100650,9355,20100,11941,22201,13052
m100651,2392,1676,1444,1516,1415
m100652,306,3122,4007,4002,771
m100653,37712,28705,15436,56238,16541
m100654,53719,26160,27159,98643,17911
m100655,18124,9933,12662,5974,5181
m100656,11690,6097,5454,7857,11936
m100657,7432,4382,2890,2105,10562
m100658,5858,8146,2890,5997,24825
m100659,2706,6243,3895,9589,13445
m100660,7405,11038,4274,13356,1824
m100661,13112,7039,13911,3139,3752
m100662,48640,3230,6568,6881,3717
m100663,4963,13154,4428,13395,19769
m100664,15814,37780,6931,3105,2322
m100665,2986,2335,2052,4208,2924
m100666,964,844,563,1087,698
m100667,56869,46981,28896,45748,55561
m100668,1443001,1443001,1443001,1443001,1443001
m100669,31410,31164,27842,70708,26140
m100670,4709,23296,1024,2345,756
m100671,14811,9436,13456,4122,7074
m100672,9845,8351,5971,10296,2479
m100673,8874,25109,2486,5488,6635
m100674,7761,4636,2412,2157,698
m100675,997,1025,896,955,1124
m100676,2814,584,896,955,655
m100677,67371,3582,16945,33780,32556
m100678,11158,12784,10208,9600,13209
m100679,21887,11543,5636,8982,9103
m100680,1895,1973,825,835,1048
m100681,475,1216,801,982,600
m100682,3080,1515,1140,1257,1433
m100683,3171,590,1480,723,483
m100684,4967,7531,2206,3649,11446
m100685,2052,6800,1399,2194,2973
m100686,5927,3984,1406,4982,7714
m100687,13457,25586,9386,10086,40712
m100688,25017,833,16741,19896,9307
m100689,16988,12830,11614,18854,9106
m100690,66587,27892,24936,55062,23750
m100691,750,4990,9177,10438,4571
m100692,393,1801,456,1581,780
m100693,12927,4009,11657,7297,3016
m100694,13764,7313,2001,3742,1367
m100695,6067,1293,764,822,1478
m100696,22259,4196,5231,2755,3769
m100697,972,728,757,1666,419
m100698,1029,590,719,1489,435
m100699,8788,8816,1534,6066,4462
m100700,446,2551,1054,2021,1035
m100701,6632,557,1907,1250,1647
m100702,2176,5653,6832,3287,2382
m100703,483,343,656,2694,450
m100704,3168,13213,668,5836,772
m100705,8399,9860,6583,4078,2119
m100706,2270,3566,5146,3043,1185
m100707,4331,9378,4545,3797,4306
m100708,18996,28668,36063,5258,24869
m100709,7450,7374,2367,1173,2343
m100710,1443001,1443001,1443001,1443001,1443001
m100711,1014,1281,572,1472,710
m100712,15235,53497,1221,12719,23928
m100713,847,684,2934,1677,1320
m100714,1317,941,2733,4389,1537
m100715,6323,6352,2627,3350,3513
m100716,10749,6537,5670,4306,2469
m100717,483,2741,6021,2520,2402
m100718,1443001,1443001,1443001,1443001,1443001
m100719,8300,4551,1131,3132,2855
m100720,11980,17058,21328,25455,10397
m100721,9154,27402,11218,34262,10608
m100722,4382,2236,531,488,1580
m100723,58336,23900,17461,39438,14812
m100724,37288,17812,71187,29625,47031
m100725,4745,17584,4807,3919,28233
m100726,12710,19074,12588,6096,2225
m100727,24119,55507,6599,35531,19737
m100728,47787,22642,21920,32239,6765
m100729,2548,21163,6375,39062,10940
m100730,184548,174635,99027,173494,58490
m100731,10339,3252,1160,1384,971
m100732,7035,11068,2836,3010,5725
m100733,36834,16969,5512,5192,23077
m100734,13955,9442,18213,15335,15159
m100735,10528,28508,36749,58356,22971
m100736,1520,2364,25838,3424,15353
m100737,8036,2044,13846,5541,6056
m100738,3383,8634,2478,3022,96501
m100739,20165,20147,10360,18706,5459
m100740,2786,2470,1836,3320,3431
m100741,2450,742,1204,2658,15492
m100742,17498,10695,4489,4373,21312
m100743,37818,7643,26098,27535,34651
m100744,4227,837,1053,822,1355
m100745,733,9880,2486,3559,31632
m100746,36739,7507,26163,63004,35884
m100747,9010,6087,3326,4996,2368
m100748,33492,7782,24499,32771,22442
m100749,5297,8099,4995,2499,2623
m100750,1739,5587,5861,1889,659
m100751,184548,174635,99027,173494,58490
m100752,30493,29027,10451,5258,13118
m100753,101699,171113,67085,133825,32758
m100754,38827,13999,13718,51620,29495
m100755,79412,48335,178620,135726,166459
m100756,6138,7015,2488,18606,12429
